Season,Week,Player,Position,Team,Opponent,Pass_Comp,Pass_Att,Pass_Yards,Pass_TD,Pass_Int,Rush_Att,Rush_Yards,Rush_TD,Rec_Targets,Rec_Recep,Rec_Yards,Rec_TD,Snapcount
2024,1,Dawson Knox,TE,BUF,VS ARI,0,0,0,0,0,0,0,0,0,1,23,0,0
2024,1,Jalen Virgil,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,James Cook,RB,BUF,VS ARI,0,0,0,0,0,19,71,0,0,3,32,0,0
2024,1,Josh Allen,QB,BUF,VS ARI,0,0,232,2,0,9,39,2,0,0,0,0,0
2024,1,Keon Coleman,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,4,51,0,0
2024,1,Khalil Shakir,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,3,42,1,0
2024,1,Mack Hollins,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,2,25,1,0
2024,1,Marquez Valdes-Scantling,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,1,19,0,0
2024,1,Mike White,QB,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mitchell Trubisky,QB,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Quintin Morris,TE,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ray Davis,RB,BUF,VS ARI,0,0,0,0,0,3,13,0,0,1,14,0,0
2024,1,Reggie Gilliam,RB,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ty Johnson,RB,BUF,VS ARI,0,0,0,0,0,2,7,0,0,0,0,0,0
2024,1,Tyrell Shavers,WR,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Zach Davidson,TE,BUF,VS ARI,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Adam Thielen,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,3,49,0,0
2024,1,Andy Dalton,QB,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Bryce Young,QB,CAR,@ NO,0,0,161,0,2,4,12,1,0,0,0,0,0
2024,1,Chuba Hubbard,RB,CAR,@ NO,0,0,0,0,0,6,14,0,0,0,0,0,0
2024,1,Dan Chisena,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,David Moore,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,1,14,0,0
2024,1,Deven Thompkins,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Diontae Johnson,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,2,19,0,0
2024,1,Feleipe Franks,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ian Thomas,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Ja'Tavion Sanders,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,1,4,0,0
2024,1,Jalen Coker,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jonathan Mingo,WR,CAR,@ NO,0,0,0,0,0,1,3,0,0,2,40,0,0
2024,1,Jonathon Brooks,RB,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Jordan Matthews,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Mike Boone,RB,CAR,@ NO,0,0,0,0,0,4,7,0,0,0,0,0,0
2024,1,Miles Sanders,RB,CAR,@ NO,0,0,0,0,0,5,22,0,0,0,0,0,0
2024,1,Raheem Blackshear,RB,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Stephen Sullivan,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Tommy Tremble,TE,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Velus Jones Jr,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,1,Xavier Legette,WR,CAR,@ NO,0,0,0,0,0,0,0,0,0,4,35,0,0
2024,1,Caleb Williams,QB,CHI,VS TEN,0,0,93,0,0,5,15,0,0,0,0,0,0
